id,slug,title,category,years,year_start,year_end,location,lat,lon,abstract,thumb,image,markdown,year
roman-sundials,roman-sundials,Roman Sundials,device,c. 200 BCE – 300 CE,-200.0,300.0,"Rome, Italy",41.903,12.495,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/roman-sundials.en.md,-200.0
augustus-s-horologium-obelisk-sundial,augustus-s-horologium-obelisk-sundial,Augustus’s Horologium (Obelisk Sundial),device,c. 10 BCE,-10.0,-10.0,"Rome, Italy",41.903,12.495,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/augustus-s-horologium-obelisk-sundial.en.md,-10.0
water-clock-clepsydra,water-clock-clepsydra,Water Clock (Clepsydra),device,c. 1600–300 BCE,-1600.0,-300.0,"Alexandria, Egypt",31.2,29.918,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/water-clock-clepsydra.en.md,-1600.0
greek-clepsydras,greek-clepsydras,Greek Clepsydras,device,c. 500–200 BCE,-500.0,-200.0,"Athens, Greece",37.9838,23.7275,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/greek-clepsydras.en.md,-500.0
ctesibius-s-clocks,ctesibius-s-clocks,Ctesibius’s Clocks,device,c. 270–200 BCE,-270.0,-200.0,"Alexandria, Egypt",31.2,29.918,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/ctesibius-s-clocks.en.md,-270.0
archimedes-clock-attributed,archimedes-clock-attributed,“Archimedes’ Clock” (attributed),device,3rd century BCE,-300.0,-200.0,"Syracuse, Sicily",37.075,15.286,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/archimedes-clock-attributed.en.md,-300.0
andronikos-s-clock-tower-of-the-winds,andronikos-s-clock-tower-of-the-winds,Andronikos’s Clock (Tower of the Winds),device,c. 50–10 BCE,-50.0,-10.0,"Athens, Greece",37.975,23.725,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/andronikos-s-clock-tower-of-the-winds.en.md,-50.0
antikythera-mechanism,antikythera-mechanism,Antikythera Mechanism,device,c. 150–50 BCE,-150.0,-50.0,"Antikythera, Greece",35.861,23.302,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/antikythera-mechanism.en.md,-150.0
gaza-public-clock,gaza-public-clock,Gaza Public Clock,device,6th century CE,500.0,599.0,"Gaza, Byzantine Empire",31.506,34.454,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/gaza-public-clock.en.md,500.0
charlemagne-s-water-clock,charlemagne-s-water-clock,Charlemagne’s Water Clock,device,c. 800 CE,790.0,810.0,"Aachen, Frankish Empire",50.775,6.083,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/charlemagne-s-water-clock.en.md,790.0
candle-clocks,candle-clocks,Candle Clocks,device,520–1700 CE,520.0,1700.0,Medieval Europe,51.507,-0.128,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/candle-clocks.en.md,520.0
chinese-fire-incense-clock,chinese-fire-incense-clock,Chinese Fire/Incense Clock,device,c. 500–600 CE,500.0,600.0,"Xi’an, China",34.341,108.939,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/chinese-fire-incense-clock.en.md,500.0
japanese-incense-clock-joban-jokoban,japanese-incense-clock-joban-jokoban,Japanese Incense Clock (Jōban/Jokoban),device,700–1200 CE,700.0,1200.0,"Nara, Japan",34.685,135.805,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/japanese-incense-clock-joban-jokoban.en.md,700.0
al-jazari-s-astronomical-clock,al-jazari-s-astronomical-clock,Al‑Jazari’s Astronomical Clock,device,c. 1190–1210 CE,1190.0,1210.0,"Diyarbakır, Türkiye",37.914,40.23,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/al-jazari-s-astronomical-clock.en.md,1190.0
ridwan-s-astronomical-clock,ridwan-s-astronomical-clock,Ridwan’s Astronomical Clock,device,c. 1200–1210 CE,1200.0,1210.0,"Damascus, Syria",33.5138,36.2765,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/ridwan-s-astronomical-clock.en.md,1200.0
mechanical-foliot-clock,mechanical-foliot-clock,Mechanical Foliot Clock,device,c. 1300–1450 CE,1300.0,1450.0,Europe,48.8566,2.3522,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/mechanical-foliot-clock.en.md,1300.0
verge-foliot-crown-wheel-system,verge-foliot-crown-wheel-system,"Verge, Foliot & Crown Wheel System",device,c. 1300–1650 CE,1300.0,1650.0,Europe,48.8566,2.3522,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/verge-foliot-crown-wheel-system.en.md,1300.0
the-clocks-of-fes-dar-al-magana,the-clocks-of-fes-dar-al-magana,The Clocks of Fes (Dar al‑Magana),device,c. 1357–1400 CE,1357.0,1400.0,"Fes, Morocco",34.0331,-5.0003,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/the-clocks-of-fes-dar-al-magana.en.md,1357.0
giovanni-dondi-s-astrarium,giovanni-dondi-s-astrarium,Giovanni Dondi’s Astrarium,device,1364–1380 CE,1364.0,1380.0,"Padua, Italy",45.406,11.876,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/giovanni-dondi-s-astrarium.en.md,1364.0
jost-burgi-s-rotating-sphere,jost-burgi-s-rotating-sphere,Jost Bürgi’s Rotating Sphere,device,c. 1600–1620 CE,1600.0,1620.0,"Prague, Bohemia",50.0755,14.4378,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/jost-burgi-s-rotating-sphere.en.md,1600.0
portable-sundials,portable-sundials,Portable Sundials,device,c. 1500–1800 CE,1500.0,1800.0,Europe,48.8566,2.3522,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/portable-sundials.en.md,1500.0
galileo-s-clock-pendulum-insight,galileo-s-clock-pendulum-insight,Galileo’s ‘Clock’ (Pendulum Insight),device,1602–1642 CE,1602.0,1642.0,"Pisa/Florence, Italy",43.716,10.401,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/galileo-s-clock-pendulum-insight.en.md,1602.0
huygens-s-clocks-pendulum-spring,huygens-s-clocks-pendulum-spring,Huygens’s Clocks (Pendulum & Spring),device,1656–1695 CE,1656.0,1695.0,The Hague/Paris,52.0705,4.3007,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/huygens-s-clocks-pendulum-spring.en.md,1656.0
cylinder-escapement,cylinder-escapement,Cylinder Escapement,device,c. 1720–1750 CE,1720.0,1750.0,"London, England",51.5074,-0.1278,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/cylinder-escapement.en.md,1720.0
lever-escapement,lever-escapement,Lever Escapement,device,c. 1754–1800 CE,1754.0,1800.0,"London, England",51.5074,-0.1278,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/lever-escapement.en.md,1754.0
john-harrison-s-h-4-chronometer,john-harrison-s-h-4-chronometer,John Harrison’s H‑4 Chronometer,device,1759–1765 CE,1759.0,1765.0,"Greenwich, London",51.4826,0.0077,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/john-harrison-s-h-4-chronometer.en.md,1759.0
swiss-lever-escapement,swiss-lever-escapement,Swiss Lever Escapement,device,late 18th–19th c.,1785.0,1860.0,"La Chaux-de-Fonds, Switzerland",47.099,6.825,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/swiss-lever-escapement.en.md,1785.0
man-nen-jimeisho-clock-of-temporal-hours,man-nen-jimeisho-clock-of-temporal-hours,Man‑nen Jimeisho — Clock of Temporal Hours,device,Edo period,1600.0,1868.0,"Edo (Tokyo), Japan",35.6762,139.6503,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/man-nen-jimeisho-clock-of-temporal-hours.en.md,1600.0
quartz-clock-frequency-standard,quartz-clock-frequency-standard,Quartz Clock & Frequency Standard,device,1927–1960 CE,1927.0,1960.0,Philadelphia/New York,39.9526,-75.1652,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/quartz-clock-frequency-standard.en.md,1927.0
tuning-fork-watch,tuning-fork-watch,Tuning Fork Watch,device,1960–1975 CE,1960.0,1975.0,New York (Bulova),40.7128,-74.006,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/tuning-fork-watch.en.md,1960.0
smartwatches,smartwatches,Smartwatches,device,2013–present,2013.0,2025.0,Cupertino/Seoul/Shenzhen,37.3349,-122.009,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/smartwatches.en.md,2013.0
oil-lamp-clocks,oil-lamp-clocks,Oil (Lamp) Clocks,device,1000–1800 CE,1000.0,1800.0,Europe & Middle East,48.8566,2.3522,,images/placeholders/device_thumb.png,images/placeholders/device_hero.png,content/devices/oil-lamp-clocks.en.md,1000.0
